NUM_PEDIDO;ABRIDOR_SACA_ROLHA;PORTA_LAPIS_COM_PEZINHO;REGUA_DE_20_CM;PENTE_PEQUENO;PENTE_JACARE;CANETA_SPECIAL_GOLD;CANETA_STAR_I;CANETA_SPECIAL;CANETA_SPECIAL_CITRICA;CANETA_POP;CHAVEIRO_SUPER_LENTE;CHAVEIRO_VEGAS;CHAVEIRO_BOMBA_C_LOGO;CHAVEIRO_CADEADO;CHAVEIRO_NINJA;ABRIDOR_COM_FURO;BOTTON_CORACAO;BOTTON_GLOBO;CHAVEIRO_DOLLAR;PAQUIMETRO;PORTA_MOEDAS;CANETA_SPECIAL_JUNIOR;CHAVEIRO_OUT_DOOR;CANETA_CLASSIC_I;CANETA_STILL;CANETA_VERSATIL_C_CORDAO;RELOGIO_DLUXO;BOTTON_ALFINETE;POTA_LAPIS_COFRE;PORTA_LAPIS_SEM_PE;YO_YO;REGUA_DE_30_CM;REGUA_FERRAGISTA_20_CM;REGUA_FERRAGISTA_15_CM;CANETA_STAR_II;MAQUINA_VARETAR;PRISILHA;ARGOLAS;MOLA_PARA_CHAVEIRO;CHAVEIRO_SUPER_FLASH;RODINHA_PEQ;CHAVEIRO_OITO;CANETA_DESMONTADA;RODINHAS_GRANDES;CHAVEIRO_DESMONTADO;CHAVEIRO_BOMBA_S_LOGO;VISEIRA_C_ENCAIXE;LIXA_DE_UNHA;MAQUINA_GRAVAR;MISTURADOR_DE_DRINKS;CANETA_CLASSIC_II;ACES;CANETA_VERSATIL_C_HASTE;CANETA_VERSATIL_OUT_DOOR;ABRIDOR_OUT_DOOR;AGENDINHA;GANCHINHOS;MOSTRUARIO_DE_BRINDES;CANETA_VIRA_VOLTA;CARGA_P_CANETA;AGENDA_DE_MESA;PORTA_TITULO
2924;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;V;F;F;F;F;F
2925;F;F;F;V;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;V;F;V;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;V
2926;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F
2927;F;V;F;F;V;F;V;V;F;V;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;V;F;F;F;V;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;V;V
2928;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;V;F;F;V;F;F;F;F;F;F;F;F;F;V;F;F;V;F;F;F;F;F;F;F;V;F;F;F;F;F
2929;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;V;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
2930;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
2931;F;F;V;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;V;V;F;F;V;F;F;V;F;V;F;F;F;F;F;F;F;F;F;V;F;V;F;F;F;V;F;F;F;F;F;F;V;F;F;F;F;F
2932;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;V;V;F;F;V;V;V;F;F;F;F;F;F;F;F;F;F;F;F;F;V;V;F;F;F;F;F;F;F;V;F;F;V;F;F;F;F;F;F;F;F;F;F;F;V
2933;F;F;F;F;F;F;V;F;V;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;V;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;V;F;V;F;F;F;F;F;F;F
2934;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
2935;V;F;F;F;F;F;F;F;F;F;V;F;F;F;F;V;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;V;F;F;V;V;F;F;V;F;V;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F
2936;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
2937;F;F;F;F;F;F;V;F;V;F;V;V;F;F;V;V;V;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;V;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;V;V;F
2938;F;F;V;F;V;F;F;F;V;F;F;F;V;F;F;F;F;F;V;F;V;F;F;F;F;F;F;F;V;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;V;F;F;F;F;F;F
2939;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;V;F;F;F;F;F;F;V;V;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;V;F;F;F;F;F;F
2940;F;F;F;F;V;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
2941;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;V;F;F;F;F;V;F;F;F;F;F;F;F;V;F;F;V;F;F;F;F;F;F;F;V;V;F;F;F;V;F;V;F;F;F;F
2942;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
2943;F;F;F;F;V;F;F;F;V;F;F;V;F;F;F;F;F;F;F;F;V;V;V;F;F;V;F;V;F;F;V;F;F;F;F;V;F;F;F;F;F;V;F;F;F;F;F;V;F;F;F;F;F;F;V;F;F;F;F;F;F;F
2944;V;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;V;F;F;F;F;F;F;V;V;V;F;F;F;F;V;F;V;F;F
2945;V;F;F;F;V;F;F;F;V;F;F;F;F;V;F;F;F;V;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;V;F;V;F;V;F;F;F;F;F;F;V;F;F;F;F;V;F;F;F;F;F;F;F;V;F;F;F;F
2946;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;V;F;F;F;F;F;F;F;F;V;F;F;V;F;V;F;V;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
2947;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;V;F;F;F;F;F;F;F;F;F;V;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;V;F;F;F;F;F;F;V;F;F;F;F;V;F;F
2948;F;F;F;V;F;F;F;F;F;F;F;V;F;F;F;F;F;V;V;F;V;F;V;F;F;F;V;F;F;F;F;F;F;F;F;V;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
2949;F;F;V;F;F;F;V;F;F;F;F;F;F;V;V;F;F;V;V;F;F;F;F;F;F;F;F;F;F;V;F;F;F;V;F;F;V;F;F;F;V;F;V;V;F;F;F;F;F;F;F;F;F;F;F;V;V;F;F;F;F;F
2950;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;V;F;F;F;F;F;V;F;F;F;F;V;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
2951;F;F;F;F;F;F;F;F;V;V;F;F;F;F;V;V;F;V;F;F;F;F;F;F;F;V;F;F;F;F;F;V;F;F;F;F;F;F;V;F;F;F;F;V;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F
2952;F;F;F;F;F;F;F;V;F;F;F;V;V;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
2953;F;F;F;V;F;V;F;V;F;F;V;F;F;F;F;F;V;F;F;F;F;F;V;V;F;F;F;F;V;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;V;F;V;V;F;F;F;F;F;F;F;F;F;F;F;F
2954;F;F;F;F;F;F;F;F;V;V;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;V;F;V;F;V
2955;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V
2956;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;V;V;F
2957;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;V;V;F;F;F;F;V;F;F;V;V;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;V;F;F;F;F;F;F;F;V;F;F;F;F;V;F;F
2958;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;V;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
2959;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;V;F;F;F;V;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;V;F;F;F;F;F;F;V
2960;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;V;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F
2961;F;F;F;F;F;V;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;V;F;F;F;V;V;V;F;F;F;V;F;F;F;F;F;F;V;F;F;F;V;F;F;F;F;V;V;F;F;F;F
2962;F;F;F;F;F;F;V;F;F;F;F;V;V;F;F;F;F;F;F;F;F;F;F;V;F;F;F;V;V;F;F;F;F;F;F;F;V;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F
2963;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;V;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F
2964;V;F;V;V;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;V;V;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;V;F;F;F;F;V;F;F;F;F;F;F;V;F;F;F;F;F
2965;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
2966;V;F;F;F;F;V;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;V;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;V;F;F;F;F
2967;F;F;V;F;F;F;F;F;F;V;F;F;F;V;V;V;F;F;F;V;F;F;F;F;F;F;F;F;V;V;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F
2968;F;F;F;F;V;F;F;F;F;F;F;V;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
2969;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F
2970;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;V;V;F;F;V;F;V;V;V;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;V;F;F;F;F;F;F;F;V;F;F;V;F
2971;F;F;F;F;F;V;F;F;F;V;F;F;F;F;F;V;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;V;V;F;V;F;F;F;V;F;F;F;F;V;F;F;V;V;F;F;F;V;F;F;F;F;V
2972;F;F;V;F;V;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;V;F;V;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F
2973;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F
2974;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;V;V;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;V;F
2975;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;V;F;F;F;F;F
2976;F;F;F;F;F;V;F;F;F;F;F;V;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
2977;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;V;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;V;F;V;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;V;F;F;F;F;F;F;F
2978;F;F;V;F;F;V;F;F;F;F;F;F;F;F;V;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;V;V;V;F;F;F;F;F;F;F;F;F;V;F
2979;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;V;F;F;F;V;F;F;V;F;F;F;F;F;F;F;V;F;V;V;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F
2980;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;V;F;F;F;F;F;F;F;V;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
2981;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F
2982;F;V;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;V;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;V;F;F;V;V;F;V;F;F;F;F;F;F;F;F;F;V;F;F;V;F;F;F;F;F;F
2983;F;F;F;F;V;F;F;V;F;F;F;V;V;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F
2984;F;F;F;F;F;F;F;F;F;F;F;F;F;V;V;F;F;F;F;F;F;F;F;V;F;V;V;F;F;F;F;F;V;F;V;F;F;V;F;F;F;V;F;V;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;V;V;F
2985;F;F;F;F;F;V;V;F;F;F;F;F;V;F;F;F;F;F;V;F;F;F;V;V;F;F;F;V;V;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;V;F;V
2986;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F
2987;F;V;F;F;F;F;V;F;F;F;F;V;F;F;F;V;F;F;F;V;F;V;F;F;F;F;F;F;F;F;V;F;F;F;F;F;V;F;F;F;V;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
2988;F;V;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;V;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;V
2989;F;F;V;F;F;F;V;V;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;V;V;F;F;F;F;F;F;F;F;F
2990;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;V;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F
2991;F;F;F;F;F;F;F;F;F;V;F;V;F;F;F;V;F;F;F;F;V;V;V;F;V;V;F;V;F;F;F;F;F;F;F;F;F;V;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F
2992;F;V;F;F;F;F;F;V;V;F;F;F;F;F;F;F;V;V;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;V;F;V;F;F;F;F;V;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F
2993;F;F;F;F;F;F;F;F;F;V;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;V;F;F;F;F;F;F;F;F;F;V;F;F;F;V;V;F;F;V;F;F;F;V;F;F;F;F
2994;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F
2995;F;F;F;V;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;V;F;F;F;F;F;V;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F
2996;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;V;V;V;F;F;V;F;F;F;V;V;F;V;F;F;F;V;F;V;F;F;F;V;F;V;F;F;F;F;F;F;F;F;F;F;F;F;V;F;V;F;F;V;F;F
2997;F;V;F;F;F;F;V;F;F;F;F;F;V;F;F;F;V;F;F;F;F;V;V;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F
2998;F;F;F;F;F;F;V;F;F;F;F;V;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;V;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
2999;F;F;F;F;V;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;V;F;F;F;V;F;F;F;F;V;F;V;F;V;V;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F
3000;F;F;F;F;F;V;F;F;F;V;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;V;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
3001;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;V;V;V;V;V;F;F;F
3002;F;F;F;F;F;V;V;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;V;F;F;F;F;F;F;F;F;F;F;F;F;V;V;V;F;F;F;V;F;F;F;F;F;F;F;F;F;V;F
3003;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F
3004;F;F;V;F;F;F;F;F;V;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;V;F;F;F;F;F;F;F;F;V;F;F;F
3005;V;V;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;V;F;F;F;F;F;F;F;V;F;F;F;F;V;V;F;V;V;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F
3006;F;F;V;V;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;V;V;F;F;F;V;F;F;F;F;F;V;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;V;F;F;F;F;F;F;F;F;V
3007;F;F;F;F;V;F;F;F;V;F;F;V;F;V;F;F;F;F;V;V;F;F;F;F;F;F;F;V;F;F;F;V;F;F;F;F;F;V;F;V;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F
3008;V;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
3009;F;V;V;F;F;F;F;V;V;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;V;F;F;V;F;V;V;F;F;F;V;F;F;F;V;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F
3010;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
3011;F;F;F;V;F;F;F;F;V;F;F;F;F;F;F;V;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;V;F;F;F;F;F;F;F;F;V;F;F;V;F;F
3012;V;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;V;V;F;F;F;F;F;F;V;F;F;F;F;F;V;F;F;F;F;F;F;V;F;F;F;F;V;F;V;F;V;F;F;F;F;V
3013;F;F;V;F;F;F;V;F;F;F;F;F;F;V;V;F;F;F;V;F;F;V;F;V;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;V;F;V;F;F;F;F;F;F;F;F;V;F;F
3014;F;V;F;V;F;F;F;F;F;F;F;F;F;F;V;F;F;F;V;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;V;F;F;F;F;F;F;F;F;F;V;F;F;V;F;F
3015;F;V;F;F;F;V;V;V;V;F;F;F;F;F;F;V;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;V;F;F;V;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
3016;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
3017;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;V;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
3018;F;F;V;F;F;F;F;F;F;F;F;V;F;F;F;F;V;F;F;F;F;V;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;V;F;F;V;F;F;F;F;V;V;F;F;F
3019;F;V;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;V;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F
3020;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
3021;V;F;F;V;V;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;V;F;V;F;F;F;F;F;F;F;F;F
3022;F;F;F;F;F;F;V;F;F;F;F;F;F;V;F;F;F;F;V;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F
3023;F;F;F;F;V;F;V;F;V;F;F;F;F;F;F;F;F;F;F;V;V;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;V;F;F
3024;F;F;V;F;F;V;V;F;F;F;V;F;F;F;F;V;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F
3025;F;F;F;F;V;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;V;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;V;F;F;F;F
3026;F;V;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;V;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F
